created_at,entry_id,field1,field2,field3,field4,field5,field6,field7,field8,latitude,longitude,elevation,status
2024-10-15T03:07:32+00:00,6409,,,890.58,0.20,,,,,,,,
2024-10-15T03:07:34+00:00,6410,,,,,3054.46,1.22,,,,,,
2024-10-15T03:07:39+00:00,6411,6.38,6.53,,,,,,,,,,
2024-10-15T03:07:41+00:00,6412,,,,,,,27.80,67.00,,,,
2024-10-15T03:07:43+00:00,6413,,,894.08,0.20,,,,,,,,
2024-10-15T03:07:45+00:00,6414,,,,,3062.50,1.21,,,,,,
2024-10-15T03:07:50+00:00,6415,6.34,6.60,,,,,,,,,,
2024-10-15T03:07:52+00:00,6416,,,,,,,27.80,67.00,,,,
2024-10-15T03:07:54+00:00,6417,,,869.86,0.22,,,,,,,,
2024-10-15T03:07:56+00:00,6418,,,,,3026.55,1.27,,,,,,
2024-10-15T03:08:02+00:00,6419,6.27,6.70,,,,,,,,,,
2024-10-15T03:08:03+00:00,6420,,,,,,,27.80,67.00,,,,
2024-10-15T03:08:05+00:00,6421,,,891.45,0.20,,,,,,,,
2024-10-15T03:08:07+00:00,6422,,,,,3054.46,1.22,,,,,,
2024-10-15T03:08:12+00:00,6423,6.37,6.55,,,,,,,,,,
2024-10-15T03:08:15+00:00,6424,,,,,,,27.80,67.00,,,,
2024-10-15T03:08:17+00:00,6425,,,890.58,0.20,,,,,,,,
2024-10-15T03:08:19+00:00,6426,,,,,3042.45,1.24,,,,,,
2024-10-15T03:08:23+00:00,6427,6.31,6.64,,,,,,,,,,
2024-10-15T03:08:26+00:00,6428,,,,,,,27.80,67.00,,,,
2024-10-15T03:08:28+00:00,6429,,,891.45,0.20,,,,,,,,
2024-10-15T03:08:30+00:00,6430,,,,,3066.53,1.20,,,,,,
2024-10-15T03:08:35+00:00,6431,6.35,6.57,,,,,,,,,,
2024-10-15T03:08:37+00:00,6432,,,,,,,27.80,67.00,,,,
2024-10-15T03:08:39+00:00,6433,,,892.33,0.20,,,,,,,,
2024-10-15T03:08:41+00:00,6434,,,,,3058.47,1.22,,,,,,
2024-10-15T03:08:46+00:00,6435,6.57,6.25,,,,,,,,,,
2024-10-15T03:08:48+00:00,6436,,,,,,,27.80,67.00,,,,
2024-10-15T03:08:50+00:00,6437,,,894.96,0.20,,,,,,,,
2024-10-15T03:08:52+00:00,6438,,,,,3062.50,1.21,,,,,,
2024-10-15T03:08:57+00:00,6439,6.37,6.54,,,,,,,,,,
2024-10-15T03:08:59+00:00,6440,,,,,,,27.80,67.00,,,,
2024-10-15T03:09:01+00:00,6441,,,891.45,0.20,,,,,,,,
2024-10-15T03:09:03+00:00,6442,,,,,3062.50,1.21,,,,,,
2024-10-15T03:09:09+00:00,6443,6.38,6.53,,,,,,,,,,
2024-10-15T03:09:10+00:00,6444,,,,,,,27.80,67.00,,,,
2024-10-15T03:09:12+00:00,6445,,,891.45,0.20,,,,,,,,
2024-10-15T03:09:14+00:00,6446,,,,,3022.59,1.27,,,,,,
2024-10-15T03:09:19+00:00,6447,6.38,6.53,,,,,,,,,,
2024-10-15T03:09:21+00:00,6448,,,,,,,27.80,67.00,,,,
2024-10-15T03:09:23+00:00,6449,,,893.20,0.20,,,,,,,,
2024-10-15T03:09:25+00:00,6450,,,,,3058.47,1.22,,,,,,
2024-10-15T03:09:30+00:00,6451,6.32,6.62,,,,,,,,,,
2024-10-15T03:09:32+00:00,6452,,,,,,,27.80,67.00,,,,
2024-10-15T03:09:34+00:00,6453,,,894.08,0.20,,,,,,,,
2024-10-15T03:09:36+00:00,6454,,,,,3058.47,1.22,,,,,,
2024-10-15T03:09:42+00:00,6455,6.37,6.55,,,,,,,,,,
2024-10-15T03:09:43+00:00,6456,,,,,,,27.80,67.00,,,,
2024-10-15T03:09:45+00:00,6457,,,891.45,0.20,,,,,,,,
2024-10-15T03:09:47+00:00,6458,,,,,3054.46,1.22,,,,,,
2024-10-15T03:09:53+00:00,6459,6.39,6.51,,,,,,,,,,
2024-10-15T03:09:55+00:00,6460,,,,,,,27.80,67.00,,,,
2024-10-15T03:09:57+00:00,6461,,,890.58,0.20,,,,,,,,
2024-10-15T03:09:59+00:00,6462,,,,,3054.46,1.22,,,,,,
2024-10-15T03:10:04+00:00,6463,6.30,6.65,,,,,,,,,,
2024-10-15T03:10:06+00:00,6464,,,,,,,27.80,67.00,,,,
2024-10-15T03:10:08+00:00,6465,,,890.58,0.20,,,,,,,,
2024-10-15T03:10:10+00:00,6466,,,,,3034.48,1.25,,,,,,
2024-10-15T03:10:15+00:00,6467,6.29,6.66,,,,,,,,,,
2024-10-15T03:10:17+00:00,6468,,,,,,,27.80,67.00,,,,
2024-10-15T03:10:19+00:00,6469,,,890.58,0.20,,,,,,,,
2024-10-15T03:10:21+00:00,6470,,,,,3054.46,1.22,,,,,,
2024-10-15T03:10:26+00:00,6471,6.34,6.60,,,,,,,,,,
2024-10-15T03:10:28+00:00,6472,,,,,,,27.80,67.00,,,,
2024-10-15T03:10:30+00:00,6473,,,890.58,0.20,,,,,,,,
2024-10-15T03:10:32+00:00,6474,,,,,3050.45,1.23,,,,,,
2024-10-15T03:10:37+00:00,6475,6.30,6.65,,,,,,,,,,
2024-10-15T03:10:39+00:00,6476,,,,,,,27.80,67.00,,,,
2024-10-15T03:10:41+00:00,6477,,,890.58,0.20,,,,,,,,
2024-10-15T03:10:43+00:00,6478,,,,,3034.48,1.25,,,,,,
2024-10-15T03:10:49+00:00,6479,6.37,6.54,,,,,,,,,,
2024-10-15T03:10:50+00:00,6480,,,,,,,27.80,67.00,,,,
2024-10-15T03:10:52+00:00,6481,,,892.33,0.20,,,,,,,,
2024-10-15T03:10:54+00:00,6482,,,,,3054.46,1.22,,,,,,
2024-10-15T03:10:59+00:00,6483,6.39,6.51,,,,,,,,,,
2024-10-15T03:11:01+00:00,6484,,,,,,,27.80,67.00,,,,
2024-10-15T03:11:03+00:00,6485,,,891.45,0.20,,,,,,,,
2024-10-15T03:11:05+00:00,6486,,,,,3058.47,1.22,,,,,,
2024-10-15T03:11:10+00:00,6487,6.31,6.64,,,,,,,,,,
2024-10-15T03:11:12+00:00,6488,,,,,,,27.80,67.00,,,,
2024-10-15T03:11:14+00:00,6489,,,887.97,0.21,,,,,,,,
2024-10-15T03:11:16+00:00,6490,,,,,3062.50,1.21,,,,,,
2024-10-15T03:11:22+00:00,6491,6.36,6.56,,,,,,,,,,
2024-10-15T03:11:23+00:00,6492,,,,,,,27.80,67.00,,,,
2024-10-15T03:11:25+00:00,6493,,,891.45,0.20,,,,,,,,
2024-10-15T03:11:27+00:00,6494,,,,,3042.45,1.24,,,,,,
2024-10-15T03:11:32+00:00,6495,6.35,6.57,,,,,,,,,,
2024-10-15T03:11:35+00:00,6496,,,,,,,27.80,67.00,,,,
2024-10-15T03:11:37+00:00,6497,,,891.45,0.20,,,,,,,,
2024-10-15T03:11:39+00:00,6498,,,,,3050.45,1.23,,,,,,
2024-10-15T03:11:44+00:00,6499,6.36,6.56,,,,,,,,,,
2024-10-15T03:11:46+00:00,6500,,,,,,,27.80,67.00,,,,
2024-10-15T03:11:48+00:00,6501,,,895.83,0.20,,,,,,,,
2024-10-15T03:11:50+00:00,6502,,,,,3054.46,1.22,,,,,,
2024-10-15T03:11:55+00:00,6503,6.49,6.37,,,,,,,,,,
2024-10-15T03:11:57+00:00,6504,,,,,,,27.80,67.00,,,,
2024-10-15T03:11:59+00:00,6505,,,893.20,0.20,,,,,,,,
2024-10-15T03:12:01+00:00,6506,,,,,3058.47,1.22,,,,,,
2024-10-15T03:12:06+00:00,6507,6.40,6.49,,,,,,,,,,
2024-10-15T03:12:08+00:00,6508,,,,,,,27.80,67.00,,,,
2024-10-15T03:12:10+00:00,6509,,,893.20,0.20,,,,,,,,
2024-10-15T03:12:12+00:00,6510,,,,,3050.45,1.23,,,,,,
2024-10-15T03:12:17+00:00,6511,6.40,6.50,,,,,,,,,,
2024-10-15T03:12:19+00:00,6512,,,,,,,27.80,67.00,,,,
2024-10-15T03:12:21+00:00,6513,,,893.20,0.20,,,,,,,,
2024-10-15T03:12:23+00:00,6514,,,,,3042.45,1.24,,,,,,
2024-10-15T03:12:28+00:00,6515,6.36,6.56,,,,,,,,,,
2024-10-15T03:12:30+00:00,6516,,,,,,,27.80,67.00,,,,
2024-10-15T03:12:32+00:00,6517,,,891.45,0.20,,,,,,,,
2024-10-15T03:12:34+00:00,6518,,,,,3062.50,1.21,,,,,,
2024-10-15T03:12:39+00:00,6519,6.37,6.54,,,,,,,,,,
2024-10-15T03:12:41+00:00,6520,,,,,,,27.80,67.00,,,,
2024-10-15T03:12:43+00:00,6521,,,893.20,0.20,,,,,,,,
2024-10-15T03:12:45+00:00,6522,,,,,3046.44,1.23,,,,,,
2024-10-15T03:12:50+00:00,6523,6.32,6.62,,,,,,,,,,
2024-10-15T03:12:52+00:00,6524,,,,,,,27.80,67.00,,,,
2024-10-15T03:12:54+00:00,6525,,,889.71,0.21,,,,,,,,
2024-10-15T03:12:56+00:00,6526,,,,,3062.50,1.21,,,,,,
2024-10-15T03:13:02+00:00,6527,6.35,6.57,,,,,,,,,,
2024-10-15T03:13:04+00:00,6528,,,,,,,27.80,67.00,,,,
2024-10-15T03:13:05+00:00,6529,,,893.20,0.20,,,,,,,,
2024-10-15T03:13:08+00:00,6530,,,,,3058.47,1.22,,,,,,
2024-10-15T03:13:13+00:00,6531,6.37,6.55,,,,,,,,,,
2024-10-15T03:13:15+00:00,6532,,,,,,,27.80,67.00,,,,
2024-10-15T03:13:17+00:00,6533,,,895.83,0.20,,,,,,,,
2024-10-15T03:13:19+00:00,6534,,,,,3058.47,1.22,,,,,,
2024-10-15T03:13:24+00:00,6535,6.34,6.60,,,,,,,,,,
2024-10-15T03:13:26+00:00,6536,,,,,,,27.80,67.00,,,,
2024-10-15T03:13:28+00:00,6537,,,894.96,0.20,,,,,,,,
2024-10-15T03:13:30+00:00,6538,,,,,3058.47,1.22,,,,,,
2024-10-15T03:13:35+00:00,6539,6.38,6.53,,,,,,,,,,
2024-10-15T03:13:37+00:00,6540,,,,,,,27.80,67.00,,,,
2024-10-15T03:13:39+00:00,6541,,,893.20,0.20,,,,,,,,
2024-10-15T03:13:41+00:00,6542,,,,,3058.47,1.22,,,,,,
2024-10-15T03:13:46+00:00,6543,6.35,6.57,,,,,,,,,,
2024-10-15T03:13:48+00:00,6544,,,,,,,27.80,67.00,,,,
2024-10-15T03:13:50+00:00,6545,,,894.08,0.20,,,,,,,,
2024-10-15T03:13:52+00:00,6546,,,,,3208.63,1.02,,,,,,
2024-10-15T03:13:57+00:00,6547,6.32,6.62,,,,,,,,,,
2024-10-15T03:13:59+00:00,6548,,,,,,,27.80,67.00,,,,
2024-10-15T03:14:01+00:00,6549,,,891.45,0.20,,,,,,,,
2024-10-15T03:14:03+00:00,6550,,,,,3086.83,1.18,,,,,,
2024-10-15T03:14:08+00:00,6551,6.41,6.48,,,,,,,,,,
2024-10-15T03:14:10+00:00,6552,,,,,,,27.80,67.00,,,,
2024-10-15T03:14:12+00:00,6553,,,895.83,0.20,,,,,,,,
2024-10-15T03:14:14+00:00,6554,,,,,3058.47,1.22,,,,,,
2024-10-15T03:14:19+00:00,6555,6.41,6.48,,,,,,,,,,
2024-10-15T03:14:21+00:00,6556,,,,,,,27.80,67.00,,,,
2024-10-15T03:14:23+00:00,6557,,,891.45,0.20,,,,,,,,
2024-10-15T03:14:25+00:00,6558,,,,,3054.46,1.22,,,,,,
2024-10-15T03:14:30+00:00,6559,6.35,6.57,,,,,,,,,,
2024-10-15T03:14:32+00:00,6560,,,,,,,27.80,67.00,,,,
2024-10-15T03:14:34+00:00,6561,,,893.20,0.20,,,,,,,,
2024-10-15T03:14:36+00:00,6562,,,,,3042.45,1.24,,,,,,
2024-10-15T03:14:42+00:00,6563,6.33,6.61,,,,,,,,,,
2024-10-15T03:14:44+00:00,6564,,,,,,,27.80,67.00,,,,
2024-10-15T03:14:46+00:00,6565,,,893.20,0.20,,,,,,,,
2024-10-15T03:14:48+00:00,6566,,,,,3042.45,1.24,,,,,,
2024-10-15T03:14:53+00:00,6567,6.34,6.58,,,,,,,,,,
2024-10-15T03:14:55+00:00,6568,,,,,,,27.80,67.00,,,,
2024-10-15T03:14:57+00:00,6569,,,893.20,0.20,,,,,,,,
2024-10-15T03:14:59+00:00,6570,,,,,3042.45,1.24,,,,,,
2024-10-15T03:15:04+00:00,6571,6.30,6.65,,,,,,,,,,
2024-10-15T03:15:06+00:00,6572,,,,,,,27.80,67.00,,,,
2024-10-15T03:15:08+00:00,6573,,,892.33,0.20,,,,,,,,
2024-10-15T03:15:10+00:00,6574,,,,,3054.46,1.22,,,,,,
2024-10-15T03:15:15+00:00,6575,6.35,6.57,,,,,,,,,,
2024-10-15T03:15:17+00:00,6576,,,,,,,27.80,67.00,,,,
2024-10-15T03:15:19+00:00,6577,,,893.20,0.20,,,,,,,,
2024-10-15T03:15:21+00:00,6578,,,,,3054.46,1.22,,,,,,
2024-10-15T03:15:26+00:00,6579,6.30,6.65,,,,,,,,,,
2024-10-15T03:15:28+00:00,6580,,,,,,,27.80,67.00,,,,
2024-10-15T03:15:30+00:00,6581,,,895.83,0.20,,,,,,,,
2024-10-15T03:15:32+00:00,6582,,,,,2971.87,1.35,,,,,,
2024-10-15T03:15:37+00:00,6583,6.30,6.65,,,,,,,,,,
2024-10-15T03:15:39+00:00,6584,,,,,,,27.80,67.00,,,,
2024-10-15T03:15:41+00:00,6585,,,894.08,0.20,,,,,,,,
2024-10-15T03:15:43+00:00,6586,,,,,3062.50,1.21,,,,,,
2024-10-15T03:15:49+00:00,6587,6.28,6.68,,,,,,,,,,
2024-10-15T03:15:50+00:00,6588,,,,,,,27.80,67.00,,,,
2024-10-15T03:15:52+00:00,6589,,,894.96,0.20,,,,,,,,
2024-10-15T03:15:54+00:00,6590,,,,,3050.45,1.23,,,,,,
2024-10-15T03:15:59+00:00,6591,6.38,6.53,,,,,,,,,,
2024-10-15T03:16:01+00:00,6592,,,,,,,27.80,67.00,,,,
2024-10-15T03:16:03+00:00,6593,,,894.08,0.20,,,,,,,,
2024-10-15T03:16:05+00:00,6594,,,,,3042.45,1.24,,,,,,
2024-10-15T03:16:10+00:00,6595,6.28,6.69,,,,,,,,,,
2024-10-15T03:16:12+00:00,6596,,,,,,,27.80,67.00,,,,
2024-10-15T03:16:14+00:00,6597,,,894.08,0.20,,,,,,,,
2024-10-15T03:16:16+00:00,6598,,,,,3042.45,1.24,,,,,,
2024-10-15T03:16:22+00:00,6599,6.29,6.66,,,,,,,,,,
2024-10-15T03:16:24+00:00,6600,,,,,,,27.80,67.00,,,,
2024-10-15T03:16:26+00:00,6601,,,893.20,0.20,,,,,,,,
2024-10-15T03:16:28+00:00,6602,,,,,3050.45,1.23,,,,,,
2024-10-15T03:16:33+00:00,6603,6.40,6.50,,,,,,,,,,
2024-10-15T03:16:35+00:00,6604,,,,,,,27.80,67.00,,,,
2024-10-15T03:16:37+00:00,6605,,,895.83,0.20,,,,,,,,
2024-10-15T03:16:39+00:00,6606,,,,,3058.47,1.22,,,,,,
2024-10-15T03:16:44+00:00,6607,6.36,6.56,,,,,,,,,,
2024-10-15T03:16:46+00:00,6608,,,,,,,27.80,67.00,,,,
2024-10-15T03:16:48+00:00,6609,,,894.08,0.20,,,,,,,,
2024-10-15T03:16:50+00:00,6610,,,,,3062.50,1.21,,,,,,
2024-10-15T03:16:55+00:00,6611,6.37,6.55,,,,,,,,,,
2024-10-15T03:16:57+00:00,6612,,,,,,,27.80,67.00,,,,
2024-10-15T03:16:59+00:00,6613,,,894.96,0.20,,,,,,,,
2024-10-15T03:17:01+00:00,6614,,,,,3050.45,1.23,,,,,,
2024-10-15T03:17:06+00:00,6615,6.33,6.61,,,,,,,,,,
2024-10-15T03:17:08+00:00,6616,,,,,,,27.80,67.00,,,,
2024-10-15T03:17:10+00:00,6617,,,892.33,0.20,,,,,,,,
2024-10-15T03:17:12+00:00,6618,,,,,3042.45,1.24,,,,,,
2024-10-15T03:17:17+00:00,6619,6.35,6.57,,,,,,,,,,
2024-10-15T03:17:19+00:00,6620,,,,,,,27.80,67.00,,,,
2024-10-15T03:17:21+00:00,6621,,,890.58,0.20,,,,,,,,
2024-10-15T03:17:23+00:00,6622,,,,,3046.44,1.23,,,,,,
2024-10-15T03:17:29+00:00,6623,6.39,6.51,,,,,,,,,,
2024-10-15T03:17:30+00:00,6624,,,,,,,27.80,67.00,,,,
2024-10-15T03:17:32+00:00,6625,,,894.96,0.20,,,,,,,,
2024-10-15T03:17:34+00:00,6626,,,,,3050.45,1.23,,,,,,
2024-10-15T03:17:39+00:00,6627,6.35,6.57,,,,,,,,,,
2024-10-15T03:17:41+00:00,6628,,,,,,,27.80,67.00,,,,
2024-10-15T03:17:43+00:00,6629,,,893.20,0.20,,,,,,,,
2024-10-15T03:17:45+00:00,6630,,,,,3042.45,1.24,,,,,,
2024-10-15T03:17:50+00:00,6631,6.31,6.64,,,,,,,,,,
2024-10-15T03:17:52+00:00,6632,,,,,,,27.80,67.00,,,,
2024-10-15T03:17:54+00:00,6633,,,894.96,0.20,,,,,,,,
2024-10-15T03:17:56+00:00,6634,,,,,3042.45,1.24,,,,,,
2024-10-15T03:18:02+00:00,6635,6.34,6.58,,,,,,,,,,
2024-10-15T03:18:04+00:00,6636,,,,,,,27.80,67.00,,,,
2024-10-15T03:18:06+00:00,6637,,,892.33,0.20,,,,,,,,
2024-10-15T03:18:08+00:00,6638,,,,,3038.46,1.25,,,,,,
2024-10-15T03:18:13+00:00,6639,6.33,6.61,,,,,,,,,,
2024-10-15T03:18:15+00:00,6640,,,,,,,27.80,67.00,,,,
2024-10-15T03:18:17+00:00,6641,,,890.58,0.20,,,,,,,,
2024-10-15T03:18:19+00:00,6642,,,,,3046.44,1.23,,,,,,
2024-10-15T03:18:24+00:00,6643,6.31,6.64,,,,,,,,,,
2024-10-15T03:18:26+00:00,6644,,,,,,,27.80,67.00,,,,
2024-10-15T03:18:28+00:00,6645,,,893.20,0.20,,,,,,,,
2024-10-15T03:18:30+00:00,6646,,,,,3042.45,1.24,,,,,,
2024-10-15T03:18:35+00:00,6647,6.40,6.49,,,,,,,,,,
2024-10-15T03:18:37+00:00,6648,,,,,,,27.80,67.00,,,,
2024-10-15T03:18:39+00:00,6649,,,894.96,0.20,,,,,,,,
2024-10-15T03:18:41+00:00,6650,,,,,3042.45,1.24,,,,,,
2024-10-15T03:18:46+00:00,6651,6.37,6.54,,,,,,,,,,
2024-10-15T03:18:48+00:00,6652,,,,,,,27.80,67.00,,,,
2024-10-15T03:18:50+00:00,6653,,,868.16,0.22,,,,,,,,
2024-10-15T03:18:52+00:00,6654,,,,,3054.46,1.22,,,,,,
2024-10-15T03:18:57+00:00,6655,6.30,6.65,,,,,,,,,,
2024-10-15T03:18:59+00:00,6656,,,,,,,27.80,67.00,,,,
2024-10-15T03:19:01+00:00,6657,,,894.96,0.20,,,,,,,,
2024-10-15T03:19:03+00:00,6658,,,,,3099.10,1.16,,,,,,
2024-10-15T03:19:09+00:00,6659,6.36,6.56,,,,,,,,,,
2024-10-15T03:19:10+00:00,6660,,,,,,,27.80,67.00,,,,
2024-10-15T03:19:12+00:00,6661,,,895.83,0.20,,,,,,,,
2024-10-15T03:19:14+00:00,6662,,,,,3050.45,1.23,,,,,,
2024-10-15T03:19:19+00:00,6663,6.36,6.56,,,,,,,,,,
2024-10-15T03:19:21+00:00,6664,,,,,,,27.80,67.00,,,,
2024-10-15T03:19:23+00:00,6665,,,893.20,0.20,,,,,,,,
2024-10-15T03:19:25+00:00,6666,,,,,3042.45,1.24,,,,,,
2024-10-15T03:19:30+00:00,6667,6.28,6.69,,,,,,,,,,
2024-10-15T03:19:32+00:00,6668,,,,,,,27.80,67.00,,,,
2024-10-15T03:19:34+00:00,6669,,,894.96,0.20,,,,,,,,
2024-10-15T03:19:36+00:00,6670,,,,,3038.46,1.25,,,,,,
2024-10-15T03:19:42+00:00,6671,6.34,6.58,,,,,,,,,,
2024-10-15T03:19:44+00:00,6672,,,,,,,27.80,67.00,,,,
2024-10-15T03:19:46+00:00,6673,,,893.20,0.20,,,,,,,,
2024-10-15T03:19:48+00:00,6674,,,,,3042.45,1.24,,,,,,
2024-10-15T03:19:53+00:00,6675,6.35,6.57,,,,,,,,,,
2024-10-15T03:19:55+00:00,6676,,,,,,,27.80,67.00,,,,
2024-10-15T03:19:57+00:00,6677,,,894.08,0.20,,,,,,,,
2024-10-15T03:19:59+00:00,6678,,,,,3050.45,1.23,,,,,,
2024-10-15T03:20:04+00:00,6679,6.34,6.60,,,,,,,,,,
2024-10-15T03:20:06+00:00,6680,,,,,,,27.80,67.00,,,,
2024-10-15T03:20:08+00:00,6681,,,896.71,0.20,,,,,,,,
2024-10-15T03:20:10+00:00,6682,,,,,3050.45,1.23,,,,,,
2024-10-15T03:20:15+00:00,6683,6.31,6.64,,,,,,,,,,
2024-10-15T03:20:17+00:00,6684,,,,,,,27.80,67.00,,,,
2024-10-15T03:20:19+00:00,6685,,,894.08,0.20,,,,,,,,
2024-10-15T03:20:21+00:00,6686,,,,,3042.45,1.24,,,,,,
2024-10-15T03:20:26+00:00,6687,6.32,6.62,,,,,,,,,,
2024-10-15T03:20:28+00:00,6688,,,,,,,27.80,67.00,,,,
2024-10-15T03:20:30+00:00,6689,,,895.83,0.20,,,,,,,,
2024-10-15T03:20:32+00:00,6690,,,,,3054.46,1.22,,,,,,
2024-10-15T03:20:37+00:00,6691,6.28,6.69,,,,,,,,,,
2024-10-15T03:20:39+00:00,6692,,,,,,,27.80,67.00,,,,
2024-10-15T03:20:41+00:00,6693,,,893.20,0.20,,,,,,,,
2024-10-15T03:20:43+00:00,6694,,,,,3050.45,1.23,,,,,,
2024-10-15T03:20:49+00:00,6695,6.25,6.72,,,,,,,,,,
2024-10-15T03:20:50+00:00,6696,,,,,,,27.80,67.00,,,,
2024-10-15T03:20:52+00:00,6697,,,894.96,0.20,,,,,,,,
2024-10-15T03:20:54+00:00,6698,,,,,3038.46,1.25,,,,,,
2024-10-15T03:20:59+00:00,6699,6.29,6.66,,,,,,,,,,
2024-10-15T03:21:01+00:00,6700,,,,,,,27.80,67.00,,,,
2024-10-15T03:21:03+00:00,6701,,,891.45,0.20,,,,,,,,
2024-10-15T03:21:05+00:00,6702,,,,,3034.48,1.25,,,,,,
2024-10-15T03:21:10+00:00,6703,6.25,6.72,,,,,,,,,,
2024-10-15T03:21:13+00:00,6704,,,,,,,27.80,67.00,,,,
2024-10-15T03:21:14+00:00,6705,,,893.20,0.20,,,,,,,,
2024-10-15T03:21:16+00:00,6706,,,,,3038.46,1.25,,,,,,
2024-10-15T03:21:22+00:00,6707,6.34,6.60,,,,,,,,,,
2024-10-15T03:21:24+00:00,6708,,,,,,,27.80,67.00,,,,
2024-10-15T03:21:26+00:00,6709,,,891.45,0.20,,,,,,,,
2024-10-15T03:21:28+00:00,6710,,,,,3038.46,1.25,,,,,,
2024-10-15T03:21:33+00:00,6711,6.25,6.72,,,,,,,,,,
2024-10-15T03:21:35+00:00,6712,,,,,,,27.80,67.00,,,,
2024-10-15T03:21:37+00:00,6713,,,890.58,0.20,,,,,,,,
2024-10-15T03:21:39+00:00,6714,,,,,3034.48,1.25,,,,,,
2024-10-15T03:21:44+00:00,6715,6.25,6.72,,,,,,,,,,
2024-10-15T03:21:46+00:00,6716,,,,,,,27.80,67.00,,,,
2024-10-15T03:21:48+00:00,6717,,,889.71,0.21,,,,,,,,
2024-10-15T03:21:50+00:00,6718,,,,,3034.48,1.25,,,,,,
2024-10-15T03:21:55+00:00,6719,6.27,6.70,,,,,,,,,,
2024-10-15T03:21:57+00:00,6720,,,,,,,27.80,67.00,,,,
2024-10-15T03:21:59+00:00,6721,,,890.58,0.20,,,,,,,,
2024-10-15T03:22:01+00:00,6722,,,,,3034.48,1.25,,,,,,
2024-10-15T03:22:06+00:00,6723,6.32,6.62,,,,,,,,,,
2024-10-15T03:22:08+00:00,6724,,,,,,,27.80,67.00,,,,
2024-10-15T03:22:10+00:00,6725,,,890.58,0.20,,,,,,,,
2024-10-15T03:22:12+00:00,6726,,,,,3034.48,1.25,,,,,,
2024-10-15T03:22:17+00:00,6727,6.24,6.75,,,,,,,,,,
2024-10-15T03:22:19+00:00,6728,,,,,,,27.80,67.00,,,,
2024-10-15T03:22:21+00:00,6729,,,890.58,0.20,,,,,,,,
2024-10-15T03:22:23+00:00,6730,,,,,2933.72,1.42,,,,,,
2024-10-15T03:22:29+00:00,6731,6.25,6.72,,,,,,,,,,
2024-10-15T03:22:30+00:00,6732,,,,,,,27.80,67.00,,,,
2024-10-15T03:22:32+00:00,6733,,,889.71,0.21,,,,,,,,
2024-10-15T03:22:34+00:00,6734,,,,,3038.46,1.25,,,,,,
2024-10-15T03:22:39+00:00,6735,6.25,6.72,,,,,,,,,,
2024-10-15T03:22:41+00:00,6736,,,,,,,27.80,67.00,,,,
2024-10-15T03:22:43+00:00,6737,,,889.71,0.21,,,,,,,,
2024-10-15T03:22:45+00:00,6738,,,,,3006.85,1.30,,,,,,
2024-10-15T03:22:50+00:00,6739,6.18,6.84,,,,,,,,,,
2024-10-15T03:22:53+00:00,6740,,,,,,,27.80,67.00,,,,
2024-10-15T03:22:55+00:00,6741,,,895.83,0.20,,,,,,,,
2024-10-15T03:22:57+00:00,6742,,,,,3022.59,1.27,,,,,,
2024-10-15T03:23:02+00:00,6743,6.23,6.76,,,,,,,,,,
2024-10-15T03:23:04+00:00,6744,,,,,,,27.80,67.00,,,,
2024-10-15T03:23:06+00:00,6745,,,886.23,0.21,,,,,,,,
2024-10-15T03:23:08+00:00,6746,,,,,3022.59,1.27,,,,,,
2024-10-15T03:23:13+00:00,6747,6.25,6.73,,,,,,,,,,
2024-10-15T03:23:15+00:00,6748,,,,,,,27.80,67.00,,,,
2024-10-15T03:23:17+00:00,6749,,,889.71,0.21,,,,,,,,
2024-10-15T03:23:19+00:00,6750,,,,,3010.77,1.29,,,,,,
2024-10-15T03:23:24+00:00,6751,6.18,6.84,,,,,,,,,,
2024-10-15T03:23:26+00:00,6752,,,,,,,27.80,67.00,,,,
2024-10-15T03:23:28+00:00,6753,,,889.71,0.21,,,,,,,,
2024-10-15T03:23:30+00:00,6754,,,,,2964.18,1.37,,,,,,
2024-10-15T03:23:35+00:00,6755,6.13,6.92,,,,,,,,,,
2024-10-15T03:23:37+00:00,6756,,,,,,,27.80,67.00,,,,
2024-10-15T03:23:39+00:00,6757,,,887.97,0.21,,,,,,,,
2024-10-15T03:23:41+00:00,6758,,,,,3034.48,1.25,,,,,,
2024-10-15T03:23:46+00:00,6759,6.23,6.76,,,,,,,,,,
2024-10-15T03:23:48+00:00,6760,,,,,,,27.80,67.00,,,,
2024-10-15T03:23:50+00:00,6761,,,887.97,0.21,,,,,,,,
2024-10-15T03:23:52+00:00,6762,,,,,3034.48,1.25,,,,,,
2024-10-15T03:23:57+00:00,6763,6.19,6.83,,,,,,,,,,
2024-10-15T03:23:59+00:00,6764,,,,,,,27.80,67.00,,,,
2024-10-15T03:24:01+00:00,6765,,,887.10,0.21,,,,,,,,
2024-10-15T03:24:03+00:00,6766,,,,,3022.59,1.27,,,,,,
2024-10-15T03:24:09+00:00,6767,6.20,6.81,,,,,,,,,,
2024-10-15T03:24:10+00:00,6768,,,,,,,27.80,67.00,,,,
2024-10-15T03:24:12+00:00,6769,,,889.71,0.21,,,,,,,,
2024-10-15T03:24:14+00:00,6770,,,,,3010.77,1.29,,,,,,
2024-10-15T03:24:19+00:00,6771,6.22,6.78,,,,,,,,,,
2024-10-15T03:24:21+00:00,6772,,,,,,,27.80,67.00,,,,
